iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,alpha_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_alpha_exp,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_p_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_p_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_p_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_p_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2,a3,b3
31,2112.16,1,-4.39061,0.326195,3.29361,2.03552,-1.75412,0.521643,5.43515,0.492243,-1.73137,-1.99456,-3.33879,0.558336,1.05989,0.49003,0.387732,0.856433,0.177086,0.747316,0.434186,0.380778,0.513009,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.948275,0.4523,0.498777,0.604879
32,2106.3,1,-4.39569,0.33347,3.2957,2.02617,-1.75283,0.52378,5.35846,0.48946,-1.73681,-2.0103,-3.3862,0.565219,1.03305,0.494508,0.383384,0.862322,0.176419,0.735255,0.423192,0.371136,0.504071,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.93976,0.443232,0.517037,0.607189
33,2105.94,1,-4.3949,0.328256,3.30093,2.03197,-1.72386,0.519168,5.3433,0.49312,-1.76735,-2.02351,-3.38622,0.583505,1.0069,0.500043,0.396674,0.863233,0.181249,0.724083,0.421184,0.361739,0.491308,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.933783,0.439883,0.510322,0.609418
34,2100.33,1,-4.40507,0.333335,3.28807,2.03525,-1.71344,0.518825,5.40863,0.500252,-1.75683,-2.02283,-3.38338,0.583387,0.9814,0.513803,0.38663,0.85688,0.178214,0.726294,0.415749,0.35258,0.478868,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.947561,0.440498,0.519876,0.609894
35,2109.86,1,-4.39563,0.347437,3.28248,2.06223,-1.71811,0.518575,5.49749,0.504006,-1.80589,-2.0268,-3.38488,0.57921,0.964877,0.509942,0.37684,0.861322,0.177608,0.709647,0.408963,0.343652,0.482231,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.940639,0.446694,0.527124,0.600193
36,2109.43,1,-4.37803,0.342287,3.27737,2.06441,-1.72624,0.519305,5.50421,0.500125,-1.79165,-2.04588,-3.37279,0.564544,0.988727,0.508262,0.367299,0.864265,0.17892,0.732367,0.402354,0.336849,0.470021,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.94156,0.446436,0.533835,0.591094
37,2101.84,1,-4.38299,0.332537,3.31019,2.08151,-1.73595,0.51807,5.47439,0.510278,-1.82407,-2.04278,-3.33604,0.558626,0.988306,0.526822,0.357998,0.866845,0.18177,0.740857,0.399781,0.32832,0.45812,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.952592,0.447656,0.498176,0.597863
38,2105.92,1,-4.38358,0.325925,3.31898,2.09176,-1.72618,0.518083,5.47472,0.511248,-1.82723,-2.06101,-3.27786,0.545783,0.98721,0.523404,0.348934,0.886997,0.180561,0.741709,0.414237,0.32087,0.44652,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.934506,0.446048,0.467561,0.607033
39,2108.28,1,-4.38575,0.348141,3.31924,2.10941,-1.69501,0.515187,5.48027,0.510636,-1.82143,-2.06204,-3.31269,0.569926,0.994259,0.54327,0.345844,0.903728,0.186401,0.770515,0.43264,0.321386,0.444096,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.943324,0.447856,0.50366,0.596367
40,2100.54,1,-4.3781,0.348053,3.32496,2.11036,-1.69351,0.514659,5.49311,0.504357,-1.77874,-2.06251,-3.28551,0.565838,1.01126,0.548466,0.337753,0.890544,0.185387,0.780639,0.455356,0.313248,0.467877,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.940184,0.441706,0.526543,0.588341
41,2094.59,1,-4.37716,0.333638,3.35895,2.09842,-1.71556,0.513993,5.47196,0.50404,-1.80175,-2.07808,-3.2602,0.55151,0.992668,0.565275,0.342005,0.89032,0.186428,0.80647,0.443826,0.305316,0.45603,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.946689,0.44917,0.51182,0.591751
42,2100.75,1,-4.38551,0.329349,3.34756,2.08054,-1.69658,0.512355,5.4976,0.507153,-1.80687,-2.08306,-3.26769,0.54446,0.967533,0.594554,0.356702,0.893449,0.187221,0.86933,0.450811,0.297586,0.444483,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.932339,0.447338,0.473722,0.608137
43,2094.47,1,-4.39267,0.33359,3.34799,2.09804,-1.69806,0.510468,5.687,0.520408,-1.80792,-2.08195,-3.24018,0.543588,0.943035,0.5795,0.347751,0.932751,0.187545,0.871474,0.439396,0.290051,0.433229,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.943244,0.456924,0.490618,0.59621
44,2098.83,1,-4.39237,0.32502,3.35238,2.09643,-1.68912,0.510719,5.45832,0.511297,-1.79063,-2.09321,-3.25715,0.534347,0.988792,0.570056,0.349308,0.913464,0.185968,0.87236,0.447612,0.28573,0.422259,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.936151,0.450794,0.507653,0.605441
45,2097.55,1,-4.36822,0.314794,3.33774,2.09361,-1.70164,0.507908,5.47139,0.511066,-1.81264,-2.07744,-3.27904,0.549859,0.990673,0.577674,0.347362,0.914864,0.190553,0.850271,0.442613,0.278495,0.426743,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.931676,0.455351,0.498797,0.600122
46,2095.03,1,-4.36652,0.294801,3.32023,2.08755,-1.70482,0.510567,5.48704,0.508903,-1.77034,-2.09575,-3.2857,0.580375,0.997747,0.569424,0.352375,0.915741,0.190416,0.835284,0.441982,0.271444,0.439197,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.940653,0.457915,0.46155,0.616299
47,2092.44,1,-4.37904,0.310428,3.33609,2.09474,-1.70605,0.509265,5.56901,0.513167,-1.80222,-2.10733,-3.28664,0.608206,0.972484,0.565111,0.343453,0.933964,0.194874,0.82904,0.43079,0.264571,0.428076,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.947546,0.457682,0.50117,0.604442
48,2093.75,1,-4.36346,0.315395,3.32182,2.09044,-1.74217,0.512485,5.60444,0.510597,-1.81157,-2.09982,-3.31873,0.616975,0.97042,0.565642,0.343984,0.928493,0.194494,0.858448,0.419882,0.257872,0.422929,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.940922,0.457903,0.468401,0.618322
49,2089.19,1,-4.34469,0.32927,3.31423,2.12362,-1.71093,0.514061,5.60109,0.515286,-1.77807,-2.1005,-3.36213,0.614309,0.950668,0.563952,0.336937,0.912861,0.189569,0.874717,0.409251,0.251342,0.414022,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.948709,0.448884,0.523442,0.601733
50,2083.12,1,-4.32228,0.33334,3.28619,2.10518,-1.70484,0.512744,5.66043,0.510655,-1.77789,-2.10639,-3.37937,0.62819,0.926596,0.580618,0.343829,0.895381,0.185497,0.897967,0.435179,0.244978,0.403539,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.943138,0.445742,0.525796,0.599855
51,2081.49,1,-4.36518,0.322949,3.275,2.10813,-1.6848,0.510921,5.64495,0.511179,-1.81811,-2.11563,-3.37808,0.65338,0.936886,0.589531,0.335123,0.901695,0.183378,0.937328,0.437643,0.244356,0.393321,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.939292,0.44854,0.507991,0.599233
52,2081.66,1,-4.37961,0.32496,3.28163,2.09632,-1.66341,0.510688,5.7283,0.519084,-1.82024,-2.12061,-3.37662,0.686403,0.916959,0.597746,0.3355,0.89337,0.179577,0.926396,0.459173,0.240881,0.383362,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.938564,0.4428,0.498143,0.604499
53,2088.5,1,-4.40297,0.329816,3.27892,2.08857,-1.6595,0.512492,5.85996,0.52023,-1.80815,-2.11754,-3.37946,0.689222,0.893741,0.611006,0.327005,0.893414,0.178306,0.902939,0.455682,0.234781,0.373655,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.935939,0.442868,0.459918,0.614502
54,2095.82,1,-4.40984,0.345024,3.27943,2.10977,-1.65539,0.511717,5.8378,0.515726,-1.79703,-2.12463,-3.39158,0.699563,0.909627,0.623207,0.324526,0.898501,0.179518,0.880944,0.450481,0.228837,0.38067,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.93764,0.449274,0.470382,0.614459
55,2094.51,1,-4.401,0.358694,3.31789,2.12259,-1.65544,0.509941,5.84447,0.526788,-1.80199,-2.12207,-3.36563,0.724375,0.94345,0.623008,0.327343,0.899525,0.178232,0.885761,0.443961,0.239135,0.423295,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.939998,0.444687,0.504085,0.604985
56,2094.4,1,-4.39544,0.351674,3.29866,2.09801,-1.65711,0.508253,5.94454,0.529179,-1.78844,-2.12081,-3.33559,0.715292,0.919561,0.613024,0.319055,0.887551,0.180166,0.890563,0.457944,0.233079,0.412577,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.944913,0.451228,0.510658,0.60102
57,2093.94,1,-4.41832,0.358608,3.29574,2.11342,-1.62972,0.509554,6.01164,0.531824,-1.8174,-2.1202,-3.34467,0.710793,0.896277,0.597502,0.310976,0.881943,0.175604,0.891526,0.446349,0.227178,0.402131,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.948159,0.447868,0.521456,0.592267
58,2096.16,1,-4.40704,0.361095,3.29711,2.12229,-1.6282,0.507675,6.06437,0.539675,-1.81596,-2.09496,-3.36155,0.692795,0.882464,0.593307,0.314428,0.868363,0.176201,0.880291,0.435047,0.221426,0.396163,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.958574,0.446323,0.519393,0.59868
59,2092.78,1,-4.45392,0.366477,3.30341,2.1233,-1.62271,0.508023,6.00982,0.539213,-1.84121,-2.08533,-3.39906,0.722421,0.86012,0.601045,0.313728,0.880637,0.176935,0.879353,0.429078,0.223609,0.394196,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.95048,0.440298,0.511856,0.597841
60,2093.2,1,-4.48041,0.364894,3.30538,2.1131,-1.60978,0.510239,6.03793,0.542977,-1.81979,-2.07242,-3.40112,0.734941,0.873443,0.620458,0.317428,0.893392,0.174888,0.898245,0.42765,0.23216,0.434028,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.944173,0.439016,0.514613,0.603174
61,2092.96,1,-4.45908,0.358116,3.28491,2.11266,-1.60042,0.508379,5.89309,0.52959,-1.78085,-2.07929,-3.39321,0.741668,0.851327,0.621774,0.318109,0.886721,0.175511,0.910137,0.421187,0.244594,0.423038,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.947014,0.441468,0.505345,0.614456
62,2087.95,1,-4.4595,0.356783,3.29832,2.07679,-1.58254,0.505787,5.99759,0.536315,-1.7746,-2.07737,-3.33461,0.743741,0.851878,0.623133,0.333231,0.865537,0.171749,0.920854,0.415587,0.238401,0.412326,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.926937,0.438976,0.521998,0.604125
63,2087.41,1,-4.4549,0.348994,3.29015,2.10031,-1.59252,0.507639,5.99249,0.537247,-1.77459,-2.07519,-3.33926,0.739042,0.871846,0.626611,0.329415,0.854945,0.170535,0.941332,0.418734,0.232364,0.407642,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.929993,0.43836,0.519369,0.605545
64,2087.78,1,-4.4516,0.336148,3.31847,2.12317,-1.57943,0.50188,5.91555,0.529888,-1.75499,-2.08435,-3.35411,0.733074,0.878525,0.646379,0.321543,0.847594,0.167637,0.919495,0.428424,0.226481,0.438783,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.944482,0.442955,0.503815,0.599032
65,2098.93,1,-4.44494,0.34676,3.33575,2.13356,-1.57062,0.505234,5.9492,0.542259,-1.75431,-2.08263,-3.33396,0.714512,0.868554,0.634209,0.330947,0.856569,0.171458,0.937879,0.436511,0.220746,0.458059,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.959139,0.434179,0.513629,0.607376
66,2101.03,1,-4.47577,0.352285,3.31829,2.11523,-1.57614,0.506645,6.05079,0.538085,-1.7454,-2.08759,-3.35749,0.713039,0.876619,0.634445,0.331787,0.866059,0.170733,0.98936,0.442425,0.215157,0.446461,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.954174,0.441421,0.503826,0.612122
67,2095.2,1,-4.50967,0.352468,3.32936,2.11272,-1.56315,0.50253,6.06177,0.529047,-1.7563,-2.0913,-3.34312,0.706097,0.854423,0.624438,0.329754,0.867055,0.175075,0.964309,0.432393,0.209709,0.458855,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.945443,0.440806,0.510817,0.604189
68,2104.38,1,-4.50212,0.331033,3.33328,2.09911,-1.5884,0.500625,5.94847,0.530871,-1.80407,-2.09678,-3.3431,0.706673,0.935858,0.625708,0.321404,0.845101,0.172007,0.979372,0.421445,0.204399,0.455368,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.956093,0.453775,0.506172,0.599374
69,2089.59,1,-4.50463,0.32528,3.35445,2.0915,-1.6021,0.504621,5.86066,0.526753,-1.81182,-2.09605,-3.26051,0.762552,0.92527,0.609864,0.330623,0.86372,0.170044,0.954574,0.410774,0.199223,0.501597,-0.755308,-0.533204,-0.941369,0.237561,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.390737,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.0314183,0.767358,0.451826,0.787716,-0.152808,-0.330087,0.743348,0.069124,0.755058,-0.322582,0.178099,0.756113,0.0175922,-0.187786,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.942619,0.451685,0.494766,0.601683
